so_number,product_code,quantity,unit_price,line_total,order_date,customer_code,customer_name,province_name,product_name,color,line_name,group_code,group_name,fiscal_year,fiscal_month
BH26.1256,000230002013000,2.0,1799444.0,3598888.0,2026-03-12,,,,,,,,,2026,3
BH26.1256,000337002008000,2.0,1622222.0,3244444.0,2026-03-12,,,,,,,,,2026,3
BH26.1256,000337002022000,2.0,1622222.0,3244444.0,2026-03-12,,,,,,,,,2026,3
BH26.1257,000230002013000,2.0,1799444.0,3598888.0,2026-03-12,,,,,,,,,2026,3
BH26.1257,000230002023000,1.0,1799444.0,1799444.0,2026-03-12,,,,,,,,,2026,3
BH26.1257,000337002001000,2.0,1622222.0,3244444.0,2026-03-12,,,,,,,,,2026,3
BH26.1257,000337002008000,2.0,1622222.0,3244444.0,2026-03-12,,,,,,,,,2026,3
BH26.1257,000337002022000,1.0,1622222.0,1622222.0,2026-03-12,,,,,,,,,2026,3
BH26.1257,000125002002000,1.0,1310555.0,1310555.0,2026-03-12,,,,,,,,,2026,3
BH26.1257,000131002001002,1.0,1169907.0,1169907.0,2026-03-12,,,,,,,,,2026,3
BH26.1257,000270020220000,1.0,943888.0,943888.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000125002009000,2.0,1310555.0,2621110.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000122002009001,5.0,1310555.0,6552775.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000122002022000,3.0,1310555.0,3931665.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000122002024000,5.0,1310555.0,6552775.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000122002019000,5.0,1310555.0,6552775.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000131002001002,1.0,1169907.0,1169907.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000105002004000,2.0,1132407.0,2264814.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000105002013000,2.0,1132407.0,2264814.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000106002004000,2.0,1262037.0,2524074.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000106002013000,2.0,1262037.0,2524074.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000270020220000,5.0,943888.0,4719440.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000337002008000,4.0,1622222.0,6488888.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000337002022000,2.0,1622222.0,3244444.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000337002001000,5.0,1622222.0,8111110.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000230002009000,5.0,1799444.0,8997220.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000230002013000,5.0,1799444.0,8997220.0,2026-03-12,,,,,,,,,2026,3
BH26.1258,000230002023000,5.0,1799444.0,8997220.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000337002001000,5.0,1622222.0,8111110.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000333002001002,3.0,2294444.0,6883332.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000125002013000,10.0,1310555.0,13105550.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000125002002000,6.0,1310555.0,7863330.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000336002004000,6.0,1377777.0,8266662.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000336002022000,6.0,1377777.0,8266662.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000125002009000,5.0,1310555.0,6552775.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000230002023000,5.0,1799444.0,8997220.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000230002013000,1.0,1799444.0,1799444.0,2026-03-12,,,,,,,,,2026,3
BH26.1259,000336002001000,1.0,1377777.0,1377777.0,2026-03-12,,,,,,,,,2026,3
BH26.1260,000336002022000,3.0,1377777.0,4133331.0,2026-03-12,,,,,,,,,2026,3
BH26.1261,000125002002000,1.0,1310555.0,1310555.0,2026-03-12,,,,,,,,,2026,3
BH26.1261,000125002009000,1.0,1310555.0,1310555.0,2026-03-12,,,,,,,,,2026,3
BH26.1261,000336002001000,2.0,1377777.0,2755554.0,2026-03-12,,,,,,,,,2026,3
BH26.1261,000336002022000,2.0,1377777.0,2755554.0,2026-03-12,,,,,,,,,2026,3
BH26.1261,000335002001000,2.0,2105000.0,4210000.0,2026-03-12,,,,,,,,,2026,3
BH26.1262,000333002001002,5.0,2294444.0,11472220.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000125002009000,2.0,1310555.0,2621110.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000131002001002,1.0,1169907.0,1169907.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000230002013000,3.0,1799444.0,5398332.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000333002001002,5.0,2294444.0,11472220.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000250020050000,2.0,943888.0,1887776.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000250020220000,2.0,943888.0,1887776.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000336002004000,5.0,1377777.0,6888885.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000336002022000,2.0,1377777.0,2755554.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000336002001000,2.0,1377777.0,2755554.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000131002001002,1.0,1169907.0,1169907.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000230002013000,2.0,1799444.0,3598888.0,2026-03-12,,,,,,,,,2026,3
BH26.1263,000230002023000,5.0,1799444.0,8997220.0,2026-03-12,,,,,,,,,2026,3
BH26.1264,000337002001000,5.0,1622222.0,8111110.0,2026-03-12,,,,,,,,,2026,3
BH26.1264,000230002009000,1.0,1799444.0,1799444.0,2026-03-12,,,,,,,,,2026,3
BH26.1265,000333002001002,5.0,2294444.0,11472220.0,2026-03-13,,,,,,,,,2026,3
BH26.1265,000230002023000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1265,000125002009000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1265,000337002001000,4.0,1622222.0,6488888.0,2026-03-13,,,,,,,,,2026,3
BH26.1265,000337002008000,4.0,1622222.0,6488888.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000230002013000,2.0,1799444.0,3598888.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000230002023000,2.0,1799444.0,3598888.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000337002001000,4.0,1622222.0,6488888.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000337002008000,4.0,1622222.0,6488888.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000337002022000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000336002022000,1.0,1377777.0,1377777.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000125002023000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1266,000131002001002,1.0,1169907.0,1169907.0,2026-03-13,,,,,,,,,2026,3
BH26.1267,000225002002000,2.0,1616111.0,3232222.0,2026-03-13,,,,,,,,,2026,3
BH26.1267,000240020090000,1.0,943888.0,943888.0,2026-03-13,,,,,,,,,2026,3
BH26.1267,000131002001002,3.0,1169907.0,3509721.0,2026-03-13,,,,,,,,,2026,3
BH26.1267,000240020090000,3.0,943888.0,2831664.0,2026-03-13,,,,,,,,,2026,3
BH26.1268,000125002009000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1269,000230002023000,1.0,1799444.0,1799444.0,2026-03-13,,,,,,,,,2026,3
BH26.1269,000240020090000,10.0,943888.0,9438880.0,2026-03-13,,,,,,,,,2026,3
BH26.1269,000270020220000,10.0,943888.0,9438880.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000230002023000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000230002013000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000333002001002,3.0,2294444.0,6883332.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,100029005090000,2.0,2960555.0,5921110.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,100029005080000,2.0,2960555.0,5921110.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,100029005010000,2.0,2960555.0,5921110.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000337002001000,3.0,1622222.0,4866666.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000230002009000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000230002014000,3.0,1799444.0,5398332.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000131002001002,1.0,1169907.0,1169907.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000335002013000,1.0,2105000.0,2105000.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,050010000200000,1.0,1262037.0,1262037.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,040010000080000,1.0,1326851.0,1326851.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000337002001000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000337002008000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000337002022000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000336002001000,1.0,1377777.0,1377777.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000336002022000,1.0,1377777.0,1377777.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000125002002000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000125002023000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1270,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000230002013000,2.0,1799444.0,3598888.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,100029005080000,2.0,2960555.0,5921110.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000106002001000,2.0,1262037.0,2524074.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000336002001000,3.0,1377777.0,4133331.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000337002001000,3.0,1622222.0,4866666.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000337002008000,3.0,1622222.0,4866666.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000125002002000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000333002001002,3.0,2294444.0,6883332.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000105002013000,2.0,1132407.0,2264814.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000106002001000,2.0,1262037.0,2524074.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000335002001000,2.0,2105000.0,4210000.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000337002001000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1271,000337002008000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1272,000231002002000,5.0,2172222.0,10861110.0,2026-03-13,,,,,,,,,2026,3
BH26.1272,000231002023000,1.0,2172222.0,2172222.0,2026-03-13,,,,,,,,,2026,3
BH26.1272,000230002009000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1272,000230002013000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1272,000250020220000,5.0,943888.0,4719440.0,2026-03-13,,,,,,,,,2026,3
BH26.1272,000125002002000,3.0,1310555.0,3931665.0,2026-03-13,,,,,,,,,2026,3
BH26.1272,000334002001000,1.0,1652777.0,1652777.0,2026-03-13,,,,,,,,,2026,3
BH26.1272,000335002013000,3.0,2105000.0,6315000.0,2026-03-13,,,,,,,,,2026,3
BH26.1272,100029005090000,2.0,2960555.0,5921110.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000125002009000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000125002002000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000336002022000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000337002001000,5.0,1622222.0,8111110.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000337002008000,5.0,1622222.0,8111110.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000230002023000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000230002013000,2.0,1799444.0,3598888.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000230002014000,3.0,1799444.0,5398332.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000336002022000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000125002002000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1273,000125002023000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1274,000333002001002,2.0,2294444.0,4588888.0,2026-03-13,,,,,,,,,2026,3
BH26.1274,000230002014000,2.0,1799444.0,3598888.0,2026-03-13,,,,,,,,,2026,3
BH26.1274,000230002013000,3.0,1799444.0,5398332.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000337002001000,5.0,1622222.0,8111110.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000337002008000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000334002001000,3.0,1652777.0,4958331.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000334002013000,2.0,1652777.0,3305554.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000334002004000,1.0,1652777.0,1652777.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000240020090000,5.0,943888.0,4719440.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000270020220000,5.0,943888.0,4719440.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000131002001002,1.0,1169907.0,1169907.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000336002022000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000131002001002,1.0,1169907.0,1169907.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000334002013000,3.0,1652777.0,4958331.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000334002001000,2.0,1652777.0,3305554.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000105002004000,1.0,1132407.0,1132407.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000105002013000,2.0,1132407.0,2264814.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000106002001000,1.0,1262037.0,1262037.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000106002004000,1.0,1262037.0,1262037.0,2026-03-13,,,,,,,,,2026,3
BH26.1275,000106002013000,1.0,1262037.0,1262037.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000337002001000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000337002008000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000336002004000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000336002022000,1.0,1377777.0,1377777.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000131002001002,1.0,1169907.0,1169907.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000125002002000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000102002009000,1.0,1132407.0,1132407.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000122002019000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000122002024000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000122002009001,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000122002022000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000337002008000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1276,000231002023000,1.0,2172222.0,2172222.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,100029005080000,2.0,2960555.0,5921110.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,100029005010000,2.0,2960555.0,5921110.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,100029005090000,1.0,2960555.0,2960555.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,000337002001000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,000231002002000,1.0,2172222.0,2172222.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,000336002004000,1.0,1377777.0,1377777.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,000240020090000,2.0,943888.0,1887776.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,000270020220000,1.0,943888.0,943888.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,000337002008000,3.0,1622222.0,4866666.0,2026-03-13,,,,,,,,,2026,3
BH26.1277,000337002001000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000125002009000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000125002023000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000336002022000,1.0,1377777.0,1377777.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000333002001002,3.0,2294444.0,6883332.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000337002001000,5.0,1622222.0,8111110.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000337002008000,3.0,1622222.0,4866666.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000337002022000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000125002023000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000336002004000,3.0,1377777.0,4133331.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000336002022000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000230002009000,2.0,1799444.0,3598888.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000230002013000,1.0,1799444.0,1799444.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000337002008000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,000337002022000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1278,100029005010000,1.0,2960555.0,2960555.0,2026-03-13,,,,,,,,,2026,3
BH26.1279,000333002001002,2.0,2294444.0,4588888.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000336002022000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000230002023000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000230002013000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000131002001002,1.0,1169907.0,1169907.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000335002004000,3.0,2105000.0,6315000.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000333002001002,5.0,2294444.0,11472220.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000337002001000,5.0,1622222.0,8111110.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000337002008000,5.0,1622222.0,8111110.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000336002004000,5.0,1377777.0,6888885.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000336002022000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000225002024000,2.0,1616111.0,3232222.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000335002001000,5.0,2105000.0,10525000.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000335002013000,3.0,2105000.0,6315000.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000335002004000,2.0,2105000.0,4210000.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000131002001002,1.0,1169907.0,1169907.0,2026-03-13,,,,,,,,,2026,3
BH26.1280,000230002009000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1281,000106002001000,5.0,1262037.0,6310185.0,2026-03-13,,,,,,,,,2026,3
BH26.1281,000106002004000,2.0,1262037.0,2524074.0,2026-03-13,,,,,,,,,2026,3
BH26.1281,000106002013000,3.0,1262037.0,3786111.0,2026-03-13,,,,,,,,,2026,3
BH26.1281,000105002004000,2.0,1132407.0,2264814.0,2026-03-13,,,,,,,,,2026,3
BH26.1281,000105002013000,3.0,1132407.0,3397221.0,2026-03-13,,,,,,,,,2026,3
BH26.1282,000337002008000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1282,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1282,000337002001000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1282,000337002008000,3.0,1622222.0,4866666.0,2026-03-13,,,,,,,,,2026,3
BH26.1282,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1282,000337002001000,4.0,1622222.0,6488888.0,2026-03-13,,,,,,,,,2026,3
BH26.1283,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1283,000337002001000,3.0,1622222.0,4866666.0,2026-03-13,,,,,,,,,2026,3
BH26.1283,000337002008000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1283,000337002022000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1283,000337002001000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1283,000337002008000,3.0,1622222.0,4866666.0,2026-03-13,,,,,,,,,2026,3
BH26.1283,000337002022000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1283,000125002009000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1284,000337002008000,5.0,1622222.0,8111110.0,2026-03-13,,,,,,,,,2026,3
BH26.1284,000125002013000,5.0,1310555.0,6552775.0,2026-03-13,,,,,,,,,2026,3
BH26.1284,000125002009000,4.0,1310555.0,5242220.0,2026-03-13,,,,,,,,,2026,3
BH26.1284,000225002002000,3.0,1616111.0,4848333.0,2026-03-13,,,,,,,,,2026,3
BH26.1284,000225002023000,3.0,1616111.0,4848333.0,2026-03-13,,,,,,,,,2026,3
BH26.1284,000230002023000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1284,000230002013000,4.0,1799444.0,7197776.0,2026-03-13,,,,,,,,,2026,3
BH26.1284,000230002013000,1.0,1799444.0,1799444.0,2026-03-13,,,,,,,,,2026,3
BH26.1285,000230002023000,2.0,1799444.0,3598888.0,2026-03-13,,,,,,,,,2026,3
BH26.1285,000225002009000,1.0,1616111.0,1616111.0,2026-03-13,,,,,,,,,2026,3
BH26.1285,000225002023000,2.0,1616111.0,3232222.0,2026-03-13,,,,,,,,,2026,3
BH26.1285,000125002002000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1285,000125002009000,5.0,1310555.0,6552775.0,2026-03-13,,,,,,,,,2026,3
BH26.1285,000125002013000,2.0,1310555.0,2621110.0,2026-03-13,,,,,,,,,2026,3
BH26.1285,000125002023000,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1285,000225002023000,3.0,1616111.0,4848333.0,2026-03-13,,,,,,,,,2026,3
BH26.1285,000230002023000,3.0,1799444.0,5398332.0,2026-03-13,,,,,,,,,2026,3
BH26.1286,000122002009001,1.0,1310555.0,1310555.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000337002001000,1.0,1622222.0,1622222.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000337002001000,2.0,1622222.0,3244444.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000336002001000,2.0,1377777.0,2755554.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000105002004000,1.0,1132407.0,1132407.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000105002013000,1.0,1132407.0,1132407.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000106002004000,1.0,1262037.0,1262037.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000106002013000,1.0,1262037.0,1262037.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000230002013000,3.0,1799444.0,5398332.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000230002009000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
BH26.1287,000230002023000,5.0,1799444.0,8997220.0,2026-03-13,,,,,,,,,2026,3
